session_id,station_id,station_name,latitude,longitude,total_chargers,start_time,duration_minutes,energy_kwh,charger_type,vehicle_model,cost_inr
S023082,ST030,BPCL EV - Hadapsar,18.5018,73.926,4,2024-10-08 21:06:00,81,15.2,AC Level 2,Tata Tiago EV,244
S023083,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-05-16 15:06:00,113,23.7,AC Level 2,Mahindra XUV400,353
S023084,ST019,Tata Power EZ - Wakad,18.5985,73.7615,4,2024-06-13 07:58:00,51,10.9,DC Fast,Tata Tigor EV,153
S023085,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-05-01 13:59:00,48,11.4,AC Level 2,Hyundai Kona Electric,189
S023086,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-08-08 09:50:00,34,6.5,DC Fast,Ather 450X,101
S023087,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-08-02 20:47:00,48,9.9,DC Fast,Mahindra BE 6e,165
S023088,ST003,ChargeZone - Baner Road,18.559,73.7868,5,2024-12-10 18:45:00,72,16.0,DC Fast,MG Comet EV,258
S023089,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-07-28 16:37:00,21,5.4,DC Fast,Mahindra BE 6e,90
S023090,ST022,Ather Grid - FC Road,18.5308,73.8474,3,2024-03-28 12:51:00,59,12.0,AC Level 2,Tata Punch EV,208
S023091,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-12-10 18:36:00,53,10.5,DC Fast,Kia EV6,166
S023092,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-03-15 02:29:00,21,4.2,DC Fast,Hyundai Ioniq 5,75
S023093,ST034,HPCL EV - Shivajinagar,18.5308,73.8474,4,2024-09-20 19:03:00,25,5.1,DC Fast,Tata Nexon EV,86
S023094,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-06-21 21:20:00,53,11.0,AC Level 2,Mahindra BE 6e,171
S023095,ST019,Tata Power EZ - Wakad,18.5985,73.7615,4,2024-09-21 16:46:00,36,9.1,DC Fast,Hyundai Kona Electric,157
S023096,ST034,HPCL EV - Shivajinagar,18.5308,73.8474,4,2024-10-10 17:07:00,50,12.5,AC Level 2,Hyundai Ioniq 5,219
S023097,ST041,Jio-BP EV - Wakad,18.5985,73.7615,5,2024-10-31 09:29:00,69,13.8,DC Fast,Kia EV6,214
S023098,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-04-08 20:33:00,59,13.9,AC Level 2,BYD Atto 3,224
S023099,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-04-17 11:04:00,110,27.7,AC Level 2,MG ZS EV,422
S023100,ST023,Ather Grid - Baner,18.559,73.7868,3,2024-11-22 07:19:00,29,6.6,DC Fast,Ola S1 Pro,110
S023101,ST003,ChargeZone - Baner Road,18.559,73.7868,5,2024-10-01 07:14:00,107,27.6,AC Level 2,Tata Tiago EV,480
S023102,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-09-24 17:27:00,53,11.6,DC Fast,Hyundai Ioniq 5,177
S023103,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-06-07 21:09:00,29,7.5,DC Fast,Tata Punch EV,115
S023104,ST021,Ather Grid - Koregaon Park,18.5362,73.8938,3,2024-01-09 20:23:00,93,21.9,AC Level 2,Ola S1 Pro,392
S023105,ST040,Jio-BP EV - Baner,18.559,73.7868,5,2024-03-10 21:33:00,81,16.8,AC Level 2,Tata Tigor EV,256
S023106,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-06-27 08:13:00,48,9.7,AC Level 2,BYD Atto 3,163
S023107,ST027,Ather Grid - Wakad,18.5985,73.7615,3,2024-11-27 21:11:00,52,13.1,AC Level 2,Hyundai Ioniq 5,209
S023108,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-05-24 18:10:00,34,8.1,DC Fast,Tata Nexon EV,117
S023109,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-02-01 08:51:00,73,17.1,AC Level 2,Mahindra BE 6e,281
S023110,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-01-15 11:47:00,67,16.7,AC Level 2,Tata Tiago EV,237
S023111,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-10-09 21:10:00,27,6.9,DC Fast,Hyundai Kona Electric,108
S023112,ST040,Jio-BP EV - Baner,18.559,73.7868,5,2024-01-07 08:52:00,63,12.4,DC Fast,Ather 450X,183
S023113,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-12-11 06:02:00,52,12.1,DC Fast,MG Comet EV,188
S023114,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-07-28 18:37:00,109,19.7,AC Level 2,MG ZS EV,287
S023115,ST008,ChargeZone - Deccan Gymkhana,18.5197,73.8419,3,2024-08-27 17:47:00,108,22.1,AC Level 2,Tata Punch EV,327
S023116,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-07-07 22:58:00,41,9.9,DC Fast,Kia EV6,141
S023117,ST007,ChargeZone - Kharadi,18.5538,73.9394,4,2024-03-08 23:50:00,101,25.5,AC Level 2,Tata Nexon EV,365
S023118,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-04-15 16:35:00,66,12.6,DC Fast,Ather 450X,197
S023119,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-10-25 17:48:00,29,5.7,DC Fast,Tata Tigor EV,86
S023120,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-04-28 18:24:00,37,9.0,DC Fast,MG ZS EV,151
S023121,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-03-15 17:52:00,66,17.2,DC Fast,Mahindra BE 6e,298
S023122,ST050,MG EV Hub - Hadapsar,18.5018,73.926,3,2024-12-26 20:17:00,86,18.3,AC Level 2,Tata Punch EV,324
S023123,ST019,Tata Power EZ - Wakad,18.5985,73.7615,4,2024-01-07 19:33:00,32,8.5,DC Fast,Ather 450X,125
S023124,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-11-13 17:48:00,84,18.4,AC Level 2,Mahindra XUV400,303
S023125,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-06-29 05:37:00,105,20.8,AC Level 2,Ola S1 Pro,350
S023126,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-02-03 06:29:00,75,14.8,DC Fast,Kia EV6,215
S023127,ST019,Tata Power EZ - Wakad,18.5985,73.7615,4,2024-04-07 18:55:00,67,17.6,AC Level 2,Mahindra XUV400,300
S023128,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-05-20 13:31:00,32,6.2,DC Fast,Tata Tiago EV,100
S023129,ST023,Ather Grid - Baner,18.559,73.7868,3,2024-04-20 20:45:00,105,27.5,AC Level 2,MG ZS EV,389
S023130,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-08-14 12:42:00,37,7.4,DC Fast,Hyundai Kona Electric,105
S023131,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-10-03 11:53:00,45,11.1,DC Fast,Tata Nexon EV,196
S023132,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-01-23 20:51:00,78,20.7,AC Level 2,MG ZS EV,350
S023133,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-08-30 15:50:00,56,11.4,DC Fast,Hyundai Kona Electric,168
S023134,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-07-16 06:26:00,43,10.9,DC Fast,Ather 450X,166
S023135,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-05-26 12:42:00,50,13.4,DC Fast,Ather 450X,216
S023136,ST010,ChargeZone - Pashan,18.5371,73.7977,3,2024-06-05 09:15:00,65,13.2,AC Level 2,Tata Tiago EV,196
S023137,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-05-15 22:20:00,69,18.2,DC Fast,BYD Atto 3,313
S023138,ST026,Ather Grid - Viman Nagar,18.5679,73.9143,3,2024-09-18 13:14:00,104,23.4,AC Level 2,Hyundai Ioniq 5,387
S023139,ST050,MG EV Hub - Hadapsar,18.5018,73.926,3,2024-04-24 17:03:00,107,27.0,AC Level 2,Tata Nexon EV,381
S023140,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-10-03 12:54:00,25,5.8,DC Fast,Ola S1 Pro,83
S023141,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-05-06 15:23:00,91,20.4,AC Level 2,Tata Tiago EV,337
S023142,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-09-07 03:04:00,100,22.7,AC Level 2,MG ZS EV,379
S023143,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-01-24 06:56:00,23,5.5,DC Fast,Ather 450X,92
S023144,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-11-20 10:13:00,46,11.5,DC Fast,Hyundai Ioniq 5,172
S023145,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-01-29 18:57:00,100,20.1,AC Level 2,Ola S1 Pro,292
S023146,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-04-16 02:49:00,69,12.5,DC Fast,BYD Atto 3,193
S023147,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-12-30 14:16:00,53,13.0,AC Level 2,Tata Tigor EV,188
S023148,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-04-19 09:30:00,85,22.8,AC Level 2,Hyundai Kona Electric,353
S023149,ST039,Jio-BP EV - Hinjewadi,18.5912,73.7389,6,2024-06-18 14:32:00,79,21.1,AC Level 2,Kia EV6,332
S023150,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-08-10 17:00:00,24,4.9,DC Fast,Hyundai Ioniq 5,72
S023151,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-02-01 08:12:00,41,10.4,DC Fast,Tata Nexon EV,162
S023152,ST045,MG EV Hub - Baner,18.559,73.7868,4,2024-01-13 08:09:00,101,18.5,AC Level 2,Mahindra XUV400,262
S023153,ST026,Ather Grid - Viman Nagar,18.5679,73.9143,3,2024-03-09 18:20:00,73,17.2,AC Level 2,Kia EV6,250
S023154,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-06-10 11:01:00,40,7.5,DC Fast,Hyundai Kona Electric,111
S023155,ST031,BPCL EV - Swargate,18.5018,73.8674,4,2024-09-15 06:23:00,46,11.1,DC Fast,MG Comet EV,160
S023156,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-02-10 21:04:00,77,14.4,AC Level 2,MG ZS EV,227
S023157,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-10-27 03:44:00,51,10.6,DC Fast,Tata Nexon EV,185
S023158,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-12-16 19:03:00,110,27.1,AC Level 2,MG ZS EV,462
S023159,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-04-16 16:55:00,63,12.1,DC Fast,Tata Nexon EV,182
S023160,ST025,Ather Grid - Kothrud,18.5074,73.8077,3,2024-05-19 19:36:00,52,13.5,DC Fast,Tata Nexon EV,240
S023161,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-06-09 14:44:00,28,5.1,DC Fast,Tata Nexon EV,85
S023162,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-08-27 10:42:00,26,6.0,DC Fast,Kia EV6,99
S023163,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-11-09 17:20:00,94,18.6,AC Level 2,Ather 450X,292
S023164,ST039,Jio-BP EV - Hinjewadi,18.5912,73.7389,6,2024-09-28 22:59:00,62,16.2,DC Fast,Hyundai Kona Electric,286
S023165,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-11-14 19:17:00,26,5.0,DC Fast,Ola S1 Pro,72
S023166,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-01-19 12:12:00,42,9.2,DC Fast,MG ZS EV,165
S023167,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-11-03 08:09:00,101,18.9,AC Level 2,Kia EV6,301
S023168,ST003,ChargeZone - Baner Road,18.559,73.7868,5,2024-11-07 09:25:00,20,4.6,DC Fast,Mahindra XUV400,82
S023169,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-02-21 21:50:00,24,6.2,DC Fast,Hyundai Kona Electric,91
S023170,ST027,Ather Grid - Wakad,18.5985,73.7615,3,2024-12-19 22:46:00,69,17.8,DC Fast,Hyundai Ioniq 5,289
S023171,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-06-16 19:43:00,56,12.0,DC Fast,Mahindra XUV400,197
S023172,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-05-16 19:13:00,78,15.1,AC Level 2,Tata Nexon EV,214
S023173,ST023,Ather Grid - Baner,18.559,73.7868,3,2024-12-13 20:41:00,69,17.0,DC Fast,Tata Tiago EV,274
S023174,ST006,ChargeZone - Viman Nagar,18.5679,73.9143,5,2024-12-21 07:45:00,21,3.9,DC Fast,Tata Tiago EV,69
S023175,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-01-28 10:47:00,26,5.5,DC Fast,BYD Atto 3,86
S023176,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-09-06 16:33:00,24,4.3,DC Fast,Mahindra BE 6e,73
S023177,ST027,Ather Grid - Wakad,18.5985,73.7615,3,2024-08-15 12:34:00,64,13.1,AC Level 2,Tata Punch EV,195
S023178,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-06-13 06:03:00,66,12.0,DC Fast,Ather 450X,203
S023179,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-02-20 14:01:00,71,15.8,AC Level 2,Kia EV6,245
S023180,ST026,Ather Grid - Viman Nagar,18.5679,73.9143,3,2024-11-16 11:56:00,27,6.5,DC Fast,MG Comet EV,91
S023181,ST050,MG EV Hub - Hadapsar,18.5018,73.926,3,2024-09-29 05:42:00,30,6.3,DC Fast,Kia EV6,110
S023182,ST027,Ather Grid - Wakad,18.5985,73.7615,3,2024-03-17 03:10:00,60,10.9,DC Fast,Tata Punch EV,182
S023183,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-03-25 18:52:00,110,27.3,AC Level 2,MG ZS EV,383
S023184,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-08-07 15:39:00,49,11.8,DC Fast,BYD Atto 3,175
S023185,ST023,Ather Grid - Baner,18.559,73.7868,3,2024-10-01 12:18:00,58,11.8,DC Fast,MG Comet EV,203
S023186,ST028,Ather Grid - Pimpri,18.6279,73.8009,3,2024-08-31 06:17:00,58,12.2,DC Fast,Mahindra BE 6e,175
S023187,ST025,Ather Grid - Kothrud,18.5074,73.8077,3,2024-01-14 09:46:00,64,16.5,DC Fast,Hyundai Ioniq 5,255
S023188,ST037,HPCL EV - Viman Nagar,18.5679,73.9143,4,2024-06-15 19:43:00,69,15.5,AC Level 2,Mahindra BE 6e,279
S023189,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-09-22 20:18:00,61,16.2,DC Fast,BYD Atto 3,245
S023190,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-04-11 19:40:00,46,11.8,AC Level 2,MG Comet EV,211
S023191,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-05-06 20:35:00,75,15.8,DC Fast,Tata Punch EV,281
S023192,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-10-07 16:35:00,63,14.3,AC Level 2,Hyundai Kona Electric,243
S023193,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-05-28 20:14:00,91,21.0,AC Level 2,Mahindra XUV400,320
S023194,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-04-23 12:11:00,56,12.2,DC Fast,Tata Tiago EV,175
S023195,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-11-26 20:50:00,72,16.5,DC Fast,Mahindra BE 6e,279
S023196,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-07-21 16:56:00,79,18.4,AC Level 2,Kia EV6,301
S023197,ST040,Jio-BP EV - Baner,18.559,73.7868,5,2024-09-02 09:49:00,62,15.3,DC Fast,Kia EV6,227
S023198,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-11-29 09:38:00,67,15.9,DC Fast,Tata Punch EV,233
S023199,ST030,BPCL EV - Hadapsar,18.5018,73.926,4,2024-10-15 05:32:00,112,25.1,AC Level 2,Tata Tigor EV,439
S023200,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-02-07 13:47:00,29,6.6,DC Fast,Tata Punch EV,93
S023201,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-03-26 21:56:00,79,15.1,AC Level 2,MG Comet EV,247
S023202,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-04-21 20:48:00,109,26.7,AC Level 2,Ather 450X,473
S023203,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-11-10 19:41:00,67,14.0,DC Fast,Ather 450X,231
S023204,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-01-10 21:08:00,52,13.3,DC Fast,MG Comet EV,237
S023205,ST050,MG EV Hub - Hadapsar,18.5018,73.926,3,2024-12-10 08:27:00,92,22.9,AC Level 2,Hyundai Kona Electric,357
S023206,ST026,Ather Grid - Viman Nagar,18.5679,73.9143,3,2024-02-29 14:09:00,38,7.1,DC Fast,Hyundai Kona Electric,122
S023207,ST006,ChargeZone - Viman Nagar,18.5679,73.9143,5,2024-04-12 21:51:00,55,10.8,AC Level 2,Ather 450X,184
S023208,ST028,Ather Grid - Pimpri,18.6279,73.8009,3,2024-01-05 06:56:00,23,4.2,DC Fast,Ather 450X,65
S023209,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-11-15 04:03:00,99,24.9,AC Level 2,Tata Tiago EV,375
S023210,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-05-16 06:42:00,25,6.7,DC Fast,Mahindra BE 6e,118
S023211,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-02-22 22:09:00,72,15.7,DC Fast,Ola S1 Pro,275
S023212,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-06-21 09:08:00,26,6.8,DC Fast,Mahindra BE 6e,110
S023213,ST016,Tata Power EZ - Koregaon Park,18.5362,73.8938,4,2024-11-25 20:39:00,97,24.3,AC Level 2,Hyundai Ioniq 5,352
S023214,ST037,HPCL EV - Viman Nagar,18.5679,73.9143,4,2024-05-20 08:46:00,74,19.8,DC Fast,Tata Punch EV,340
S023215,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-02-11 11:48:00,40,10.8,DC Fast,Hyundai Kona Electric,191
S023216,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-01-18 10:27:00,20,5.1,DC Fast,MG Comet EV,90
S023217,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-04-13 06:03:00,57,14.5,DC Fast,Tata Tiago EV,241
S023218,ST023,Ather Grid - Baner,18.559,73.7868,3,2024-09-05 16:44:00,30,5.8,DC Fast,Hyundai Ioniq 5,94
S023219,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-11-10 22:12:00,73,16.0,DC Fast,MG Comet EV,274
S023220,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-02-26 10:11:00,68,15.0,AC Level 2,BYD Atto 3,237
S023221,ST045,MG EV Hub - Baner,18.559,73.7868,4,2024-02-28 12:15:00,66,12.0,DC Fast,Hyundai Ioniq 5,176
S023222,ST023,Ather Grid - Baner,18.559,73.7868,3,2024-04-05 19:23:00,59,13.4,AC Level 2,Mahindra BE 6e,235
S023223,ST030,BPCL EV - Hadapsar,18.5018,73.926,4,2024-02-15 09:10:00,66,13.0,AC Level 2,Mahindra XUV400,190
S023224,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-11-25 21:10:00,110,28.7,AC Level 2,BYD Atto 3,480
S023225,ST045,MG EV Hub - Baner,18.559,73.7868,4,2024-10-26 17:31:00,62,11.5,AC Level 2,MG ZS EV,183
S023226,ST028,Ather Grid - Pimpri,18.6279,73.8009,3,2024-01-07 05:36:00,34,8.0,DC Fast,Kia EV6,143
S023227,ST026,Ather Grid - Viman Nagar,18.5679,73.9143,3,2024-03-17 16:06:00,67,17.8,DC Fast,MG Comet EV,249
S023228,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-05-18 18:01:00,60,14.3,DC Fast,Hyundai Kona Electric,217
S023229,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-04-11 15:50:00,88,17.0,AC Level 2,BYD Atto 3,295
S023230,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-05-01 21:51:00,54,10.4,DC Fast,Mahindra BE 6e,185
S023231,ST028,Ather Grid - Pimpri,18.6279,73.8009,3,2024-03-10 17:51:00,75,19.2,DC Fast,Tata Nexon EV,273
S023232,ST039,Jio-BP EV - Hinjewadi,18.5912,73.7389,6,2024-12-21 13:52:00,72,19.3,DC Fast,Ather 450X,343
S023233,ST031,BPCL EV - Swargate,18.5018,73.8674,4,2024-12-30 20:49:00,40,10.0,DC Fast,MG Comet EV,147
S023234,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-09-22 08:03:00,20,3.7,DC Fast,MG Comet EV,55
S023235,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-01-02 01:36:00,87,17.9,AC Level 2,Mahindra XUV400,321
S023236,ST039,Jio-BP EV - Hinjewadi,18.5912,73.7389,6,2024-05-28 11:40:00,70,17.2,AC Level 2,Tata Punch EV,242
S023237,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-10-08 19:04:00,57,14.4,DC Fast,Ather 450X,218
S023238,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-05-10 20:30:00,112,24.2,AC Level 2,Tata Punch EV,370
S023239,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-07-19 13:06:00,103,18.8,AC Level 2,Ola S1 Pro,328
S023240,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-05-20 13:33:00,72,17.8,DC Fast,Ola S1 Pro,250
S023241,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-05-08 07:34:00,80,15.8,AC Level 2,Mahindra BE 6e,262
S023242,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-03-08 10:51:00,97,20.5,AC Level 2,Hyundai Ioniq 5,353
S023243,ST022,Ather Grid - FC Road,18.5308,73.8474,3,2024-03-22 20:19:00,39,7.5,DC Fast,Tata Nexon EV,114
S023244,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-03-23 19:48:00,47,9.2,AC Level 2,Ather 450X,136
S023245,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-04-22 14:13:00,47,9.5,DC Fast,Tata Tiago EV,170
S023246,ST031,BPCL EV - Swargate,18.5018,73.8674,4,2024-03-14 13:40:00,112,28.5,AC Level 2,Ola S1 Pro,446
S023247,ST045,MG EV Hub - Baner,18.559,73.7868,4,2024-06-28 08:15:00,71,16.0,DC Fast,MG Comet EV,283
S023248,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-01-15 07:38:00,27,7.2,DC Fast,Hyundai Kona Electric,124
S023249,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-08-11 11:32:00,64,11.6,DC Fast,Tata Nexon EV,183
S023250,ST008,ChargeZone - Deccan Gymkhana,18.5197,73.8419,3,2024-04-30 14:54:00,51,9.7,AC Level 2,Tata Tigor EV,143
S023251,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-06-21 13:21:00,35,8.0,DC Fast,Kia EV6,115
S023252,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-04-20 10:26:00,70,14.7,DC Fast,Hyundai Ioniq 5,253
S023253,ST031,BPCL EV - Swargate,18.5018,73.8674,4,2024-02-08 17:06:00,65,14.9,DC Fast,Hyundai Ioniq 5,267
S023254,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-10-31 12:29:00,106,20.3,AC Level 2,BYD Atto 3,310
S023255,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-05-05 21:35:00,44,11.3,DC Fast,Ola S1 Pro,165
S023256,ST040,Jio-BP EV - Baner,18.559,73.7868,5,2024-07-03 16:45:00,60,11.4,DC Fast,Tata Punch EV,172
S023257,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-05-28 08:23:00,102,24.8,AC Level 2,Kia EV6,404
S023258,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-09-15 14:28:00,104,24.0,AC Level 2,Tata Punch EV,420
S023259,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-09-02 16:35:00,47,8.9,DC Fast,Tata Tigor EV,127
S023260,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-01-17 16:34:00,115,21.4,AC Level 2,Ather 450X,361
S023261,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-02-28 07:51:00,74,16.5,DC Fast,MG Comet EV,283
S023262,ST008,ChargeZone - Deccan Gymkhana,18.5197,73.8419,3,2024-05-06 16:15:00,31,6.3,DC Fast,Mahindra XUV400,104
S023263,ST006,ChargeZone - Viman Nagar,18.5679,73.9143,5,2024-08-26 13:49:00,71,19.2,DC Fast,Tata Punch EV,321
S023264,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-09-19 08:02:00,51,12.8,DC Fast,MG ZS EV,194
S023265,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-09-09 14:06:00,45,11.5,AC Level 2,MG Comet EV,206
S023266,ST045,MG EV Hub - Baner,18.559,73.7868,4,2024-01-26 20:57:00,77,19.6,AC Level 2,Tata Tiago EV,342
S023267,ST026,Ather Grid - Viman Nagar,18.5679,73.9143,3,2024-12-30 18:37:00,67,13.7,AC Level 2,Mahindra BE 6e,233
S023268,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-02-01 10:05:00,68,12.5,DC Fast,Hyundai Kona Electric,186
S023269,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-07-03 11:34:00,26,4.9,DC Fast,Tata Tigor EV,75
S023270,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-12-14 23:00:00,109,26.1,AC Level 2,Ather 450X,450
S023271,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-10-01 21:31:00,116,25.8,AC Level 2,Mahindra XUV400,442
S023272,ST025,Ather Grid - Kothrud,18.5074,73.8077,3,2024-02-26 09:51:00,25,4.5,DC Fast,Hyundai Kona Electric,80
S023273,ST003,ChargeZone - Baner Road,18.559,73.7868,5,2024-11-17 08:36:00,120,22.6,AC Level 2,Mahindra BE 6e,366
S023274,ST028,Ather Grid - Pimpri,18.6279,73.8009,3,2024-05-24 13:23:00,39,9.7,DC Fast,Ather 450X,171
S023275,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-10-26 15:52:00,114,30.1,AC Level 2,Hyundai Kona Electric,443
S023276,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-12-02 18:50:00,108,25.4,AC Level 2,MG Comet EV,356
